,Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Rating
408,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,3310000.0,87.0,7.8,E10+
409,Max Payne,PS2,2001,Shooter,Take-Two Interactive,3310000.0,80.0,8.5,M
410,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,3300000.0,86.0,7.9,M
411,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,3280000.0,85.0,8.7,T
413,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,3280000.0,82.0,7.5,M
414,True Crime: Streets of LA,PS2,2003,Action,Activision,3270000.0,77.0,8.0,M
415,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,3260000.0,86.0,9.2,E10+
417,FIFA 16,XOne,2015,Sports,Electronic Arts,3250000.0,84.0,4.4,E
418,Wii Music,Wii,2008,Misc,Nintendo,3250000.0,63.0,4.6,E
420,Madden NFL 16,PS4,2015,Sports,Electronic Arts,3240000.0,83.0,5.9,E
421,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,3230000.0,81.0,7.7,E
422,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,3230000.0,85.0,7.2,M
424,Super Mario Maker,WiiU,2015,Platform,Nintendo,3210000.0,88.0,8.7,E
429,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,3180000.0,91.0,8.6,M
430,Enter the Matrix,PS2,2003,Action,Atari,3180000.0,62.0,8.1,T
431,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,3180000.0,83.0,8.0,T
432,Dance Central,X360,2010,Misc,MTV Games,3170000.0,82.0,7.6,T
433,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,3170000.0,89.0,7.7,M
434,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,3170000.0,89.0,9.1,E
435,Animal Crossing,GC,2001,Simulation,Nintendo,3150000.0,87.0,8.9,E
436,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,3140000.0,83.0,6.5,E
438,Spider-Man,PS,2000,Action,Activision,3130000.0,87.0,9.0,E
439,Mario Party 9,Wii,2012,Misc,Nintendo,3130000.0,73.0,6.8,E
442,Sonic Rush,DS,2005,Platform,Sega,3120000.0,82.0,8.5,E
444,Rhythm Heaven,DS,2008,Misc,Nintendo,3110000.0,83.0,9.0,E
445,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,3110000.0,82.0,7.8,M
446,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,3110000.0,81.0,7.8,E
447,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,3100000.0,93.0,8.0,M
448,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,3100000.0,91.0,8.9,E
449,Resident Evil 6,PS3,2012,Shooter,Capcom,3100000.0,74.0,5.4,M
450,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,3100000.0,96.0,8.9,M
451,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,3090000.0,67.0,7.9,T
452,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,3080000.0,94.0,7.9,E
455,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,3070000.0,75.0,7.8,T
457,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,3050000.0,66.0,6.9,E
458,The Sims 4,PC,2014,Simulation,Electronic Arts,3050000.0,70.0,3.9,T
459,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,3050000.0,89.0,8.2,M
460,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,3050000.0,72.0,8.0,E10+
461,Kung Fu Panda,X360,2008,Action,Activision,3040000.0,75.0,7.4,E10+
462,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,3040000.0,93.0,5.8,M
463,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,3030000.0,87.0,7.7,M
465,Saints Row 2,X360,2008,Action,THQ,3030000.0,81.0,8.1,M
466,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,3020000.0,93.0,8.5,T
469,FIFA 14,PS4,2013,Sports,Electronic Arts,3010000.0,87.0,6.3,E
470,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,3010000.0,91.0,8.1,M
471,Far Cry 3,X360,2012,Shooter,Ubisoft,3000000.0,91.0,8.6,M
472,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,3000000.0,73.0,7.0,E
473,NBA 2K13,X360,2012,Sports,Take-Two Interactive,3000000.0,88.0,7.2,E
474,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,3000000.0,73.0,9.2,T
477,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,2990000.0,82.0,6.6,T
478,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,2990000.0,93.0,9.1,E
479,Devil May Cry,PS2,2001,Action,Capcom,2990000.0,94.0,8.5,M
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,2960000.0,85.0,5.9,T
481,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,2960000.0,84.0,8.1,M
482,Sonic Heroes,PS2,2003,Platform,Sega,2960000.0,64.0,7.8,E
483,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,2960000.0,85.0,7.8,M
484,Titanfall,XOne,2014,Shooter,Electronic Arts,2950000.0,86.0,6.4,M
485,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,2950000.0,88.0,8.5,M
487,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2940000.0,87.0,9.0,M
489,Pac-Man Collection,GBA,2001,Puzzle,Atari,2940000.0,79.0,7.8,E
490,Street Fighter IV,X360,2009,Fighting,Capcom,2940000.0,93.0,7.3,T
491,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,2930000.0,85.0,8.3,T
492,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,2920000.0,76.0,8.8,E
493,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,2920000.0,78.0,4.3,M
496,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,2910000.0,91.0,8.7,M
497,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,2900000.0,73.0,8.6,E
498,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,2900000.0,93.0,9.0,E
499,Sega Superstars Tennis,X360,2008,Sports,Sega,2890000.0,67.0,6.8,E10+
500,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,2890000.0,85.0,8.9,E
501,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,2890000.0,61.0,5.3,E
502,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,2890000.0,76.0,7.7,T
503,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,2890000.0,83.0,7.4,E10+
507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2860000.0,81.0,5.8,E
508,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2860000.0,87.0,8.7,T
509,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,2850000.0,83.0,7.8,M
513,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,2840000.0,84.0,8.4,M
514,Madden NFL 10,X360,2009,Sports,Electronic Arts,2830000.0,85.0,6.1,E
516,BioShock,X360,2007,Shooter,Take-Two Interactive,2830000.0,96.0,8.9,M
517,Metroid Prime,GC,2002,Shooter,Nintendo,2820000.0,97.0,9.3,T
518,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,2820000.0,90.0,8.2,M
522,Medal of Honor,PS3,2010,Shooter,Electronic Arts,2810000.0,75.0,7.5,M
529,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,2790000.0,80.0,7.9,T
533,NBA Street,PS2,2001,Sports,Electronic Arts,2790000.0,89.0,8.6,E
534,Jak II,PS2,2003,Platform,Sony Computer Entertainment,2780000.0,87.0,8.2,T
536,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,2780000.0,89.0,7.2,E10+
537,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,2780000.0,81.0,5.6,E10+
538,Battlefield 3,PC,2011,Shooter,Electronic Arts,2780000.0,89.0,7.5,M
539,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,2780000.0,83.0,7.7,M
540,The Sims,PS2,2003,Simulation,Electronic Arts,2770000.0,83.0,7.7,T
541,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,2770000.0,84.0,7.9,M
542,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,2770000.0,73.0,6.7,T
544,Yoshi's Island DS,DS,2006,Platform,Nintendo,2760000.0,81.0,7.4,E
545,Saints Row: The Third,X360,2011,Action,THQ,2760000.0,84.0,7.6,M
548,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,2750000.0,79.0,7.4,T
551,Sonic and the Secret Rings,Wii,2007,Platform,Sega,2730000.0,69.0,6.6,E
553,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,2700000.0,95.0,9.1,E
554,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,2700000.0,86.0,8.2,M
556,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,2700000.0,89.0,7.8,M
557,Call of Duty 3,X360,2006,Shooter,Activision,2700000.0,82.0,6.5,T
558,Madden NFL 12,X360,2011,Sports,Electronic Arts,2690000.0,78.0,5.9,E
559,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,2690000.0,84.0,9.0,E10+
560,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,2690000.0,73.0,6.8,M
561,Madden NFL 11,X360,2010,Sports,Electronic Arts,2690000.0,84.0,5.7,E
562,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,2680000.0,93.0,9.1,T
565,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,2670000.0,79.0,7.7,E
566,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,2670000.0,83.0,8.7,E10+
567,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,2670000.0,77.0,8.2,T
568,Medal of Honor,PS,1998,Shooter,Electronic Arts,2670000.0,92.0,8.6,T
569,Fable,XB,2004,Role-Playing,Microsoft Game Studios,2660000.0,85.0,8.5,M
570,Guitar Hero: World Tour,X360,2008,Misc,Activision,2660000.0,85.0,6.3,T
571,FIFA 17,XOne,2016,Sports,Electronic Arts,2650000.0,84.0,5.5,E
573,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,2650000.0,89.0,7.7,T
575,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,2650000.0,84.0,6.9,E
577,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,2650000.0,71.0,7.9,T
578,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,2630000.0,79.0,6.6,T
579,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2630000.0,78.0,7.8,T
580,Skate 3,X360,2010,Sports,Electronic Arts,2630000.0,80.0,8.0,T
581,ESPN NFL 2K5,PS2,2004,Sports,Sega,2620000.0,90.0,8.2,E
582,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,2620000.0,82.0,7.2,T
583,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2620000.0,90.0,7.7,E
585,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,2620000.0,90.0,7.5,E
586,Medal of Honor,X360,2010,Shooter,Electronic Arts,2610000.0,74.0,6.7,M
587,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,2610000.0,71.0,7.6,E
589,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,2600000.0,91.0,8.7,M
590,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2590000.0,84.0,8.1,E
591,Mario Strikers Charged,Wii,2007,Sports,Nintendo,2580000.0,79.0,8.0,E10+
592,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,2580000.0,87.0,7.5,E
593,Style Savvy,DS,2008,Simulation,Nintendo,2580000.0,73.0,7.7,E
594,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,2580000.0,80.0,8.6,T
595,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,2570000.0,80.0,7.4,E10+
597,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2570000.0,78.0,7.8,E
598,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,2570000.0,72.0,8.7,T
601,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,2560000.0,73.0,8.3,E
604,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2560000.0,83.0,5.5,E
605,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,2560000.0,86.0,7.9,M
606,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,2540000.0,73.0,8.0,E
607,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,2540000.0,87.0,7.8,E10+
608,Madden NFL 09,X360,2008,Sports,Electronic Arts,2530000.0,83.0,7.0,E
610,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,2520000.0,80.0,7.9,T
611,Art Academy,DS,2010,Misc,Nintendo,2520000.0,75.0,8.0,E
612,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2520000.0,87.0,4.9,E
614,Skylanders Giants,Wii,2012,Action,Activision,2520000.0,78.0,7.0,E10+
616,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,2500000.0,50.0,5.4,E
619,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2500000.0,82.0,7.5,T
621,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,2490000.0,79.0,8.8,M
622,Game Party,Wii,2007,Misc,Midway Games,2480000.0,25.0,4.3,E
623,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,2480000.0,92.0,8.6,M
625,Mario Party 4,GC,2002,Misc,Nintendo,2470000.0,70.0,7.4,E
626,Pure,X360,2008,Racing,Disney Interactive Studios,2470000.0,85.0,7.7,E
628,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,2470000.0,90.0,8.0,E
629,Saints Row: The Third,PS3,2011,Action,THQ,2470000.0,82.0,7.7,M
630,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,2460000.0,87.0,6.1,M
631,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,2450000.0,83.0,7.0,E
633,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,2450000.0,83.0,8.2,T
634,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,2450000.0,82.0,8.2,T
636,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,2430000.0,81.0,8.4,T
638,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,2430000.0,79.0,8.0,E10+
640,Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,2420000.0,78.0,3.1,M
641,Madden NFL 16,XOne,2015,Sports,Electronic Arts,2420000.0,84.0,6.1,E
644,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,2420000.0,82.0,7.8,M
647,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,2420000.0,73.0,7.9,E10+
648,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,2410000.0,66.0,8.2,T
649,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,2410000.0,77.0,6.8,E
650,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,2410000.0,82.0,8.4,E
652,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,2410000.0,62.0,6.2,E10+
653,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,2400000.0,82.0,8.1,M
660,Guitar Hero,PS2,2005,Misc,RedOctane,2380000.0,91.0,8.7,T
661,Madden NFL 11,PS3,2010,Sports,Electronic Arts,2380000.0,83.0,6.1,E
664,Dead Island,X360,2011,Action,Deep Silver,2370000.0,71.0,6.9,M
665,Half-Life 2,PC,2004,Shooter,Vivendi Games,2370000.0,96.0,9.1,M
666,The Incredibles,PS2,2004,Action,THQ,2370000.0,62.0,7.6,T
667,Madden NFL 08,X360,2007,Sports,Electronic Arts,2370000.0,85.0,6.4,E
668,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,2370000.0,83.0,8.8,T
669,Zumba Fitness,X360,2010,Sports,505 Games,2370000.0,42.0,5.5,E
670,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2370000.0,85.0,6.8,E
672,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,2350000.0,81.0,8.5,T
675,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,2350000.0,73.0,2.9,E10+
676,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,2340000.0,71.0,7.2,T
677,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,2340000.0,89.0,9.0,E10+
679,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,2340000.0,84.0,8.4,M
680,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,2340000.0,86.0,6.2,E10+
681,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,2340000.0,66.0,6.5,E
685,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,2310000.0,84.0,9.1,T
686,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,2310000.0,86.0,8.5,E
688,Guild Wars 2,PC,2012,Action,NCSoft,2310000.0,90.0,7.9,T
690,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,2300000.0,75.0,5.6,E
692,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,2290000.0,76.0,7.7,T
695,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,2290000.0,80.0,6.7,E10+
696,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,2280000.0,77.0,8.7,E
697,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,2280000.0,78.0,6.7,E
699,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,2280000.0,82.0,6.9,E
700,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,2280000.0,72.0,7.2,E10+
701,The Sims 3,X360,2010,Simulation,Electronic Arts,2280000.0,76.0,7.1,T
702,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,2280000.0,68.0,8.2,E
704,Dead Island,PS3,2011,Action,Deep Silver,2270000.0,71.0,6.6,M
705,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,2270000.0,81.0,8.9,E
706,Wario Land 4,GBA,2001,Platform,Nintendo,2260000.0,88.0,8.9,E
707,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,2260000.0,80.0,8.6,E10+
708,Far Cry: Primal,PS4,2016,Action,Ubisoft,2260000.0,76.0,6.3,M
709,Battlefield 1,XOne,2016,Shooter,Electronic Arts,2250000.0,87.0,8.2,M
710,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,2250000.0,84.0,9.0,M
712,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,2250000.0,87.0,9.4,E
713,Madden NFL 12,PS3,2011,Sports,Electronic Arts,2250000.0,79.0,5.5,E
714,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,2250000.0,80.0,7.5,M
715,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,2240000.0,83.0,7.8,T
716,Sonic Advance,GBA,2001,Platform,Sega,2240000.0,87.0,8.1,E
717,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,2240000.0,74.0,5.7,E
720,New Super Luigi U,WiiU,2013,Platform,Nintendo,2240000.0,77.0,7.9,E
722,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,2230000.0,74.0,8.0,E
723,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,2230000.0,79.0,8.0,T
724,Madden NFL 25,X360,2013,Sports,Electronic Arts,2230000.0,80.0,5.6,E
727,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,2230000.0,91.0,8.2,M
728,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,2220000.0,92.0,8.8,T
729,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,2220000.0,84.0,8.6,T
730,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,2220000.0,80.0,7.6,E10+
733,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,2210000.0,73.0,7.3,M
734,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,2210000.0,71.0,6.6,T
737,Guitar Hero II,X360,2007,Misc,Activision,2200000.0,92.0,8.1,T
738,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,2200000.0,79.0,5.9,E
739,Rock Band 2,X360,2008,Misc,Electronic Arts,2200000.0,92.0,8.3,T
742,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,2200000.0,88.0,7.0,E10+
743,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,2200000.0,80.0,7.9,E
744,BioShock 2,X360,2010,Shooter,Take-Two Interactive,2200000.0,88.0,8.2,M
746,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,2190000.0,94.0,9.2,T
749,Madden NFL 15,PS4,2014,Sports,Electronic Arts,2190000.0,81.0,6.1,E
750,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,2190000.0,80.0,6.6,E
751,Saints Row,X360,2006,Action,THQ,2180000.0,81.0,7.5,M
753,ATV Offroad Fury 2,PS2,2002,Racing,THQ,2180000.0,82.0,8.9,E
754,FIFA 15,XOne,2014,Sports,Electronic Arts,2180000.0,82.0,5.4,E
758,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,2160000.0,80.0,6.9,M
759,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,2160000.0,82.0,6.3,T
760,The Sims: House Party,PC,2001,Simulation,Electronic Arts,2160000.0,74.0,7.9,T
761,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,2160000.0,79.0,7.6,E10+
762,Sonic Unleashed,Wii,2008,Platform,Sega,2160000.0,66.0,7.3,E10+
764,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,2150000.0,69.0,7.6,E
767,Overwatch,PS4,2016,Shooter,Activision,2140000.0,90.0,6.1,T
768,Hitman: Absolution,PS3,2012,Action,Square Enix,2140000.0,83.0,7.5,M
774,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,2130000.0,64.0,7.5,T
775,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,2130000.0,77.0,9.0,E
776,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,2130000.0,87.0,7.8,E
777,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,2120000.0,62.0,5.2,E
778,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,2120000.0,85.0,8.2,E
780,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,2110000.0,90.0,6.7,E
782,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,2110000.0,89.0,8.5,E
784,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,2110000.0,78.0,9.3,T
785,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,2110000.0,84.0,4.9,E
786,Parasite Eve,PS,1998,Role-Playing,SquareSoft,2100000.0,81.0,8.9,M
787,Tetris DS,DS,2006,Puzzle,Nintendo,2100000.0,84.0,8.7,E
790,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,2100000.0,73.0,5.0,M
791,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,2100000.0,86.0,8.3,M
792,Borderlands,PS3,2009,Shooter,Take-Two Interactive,2089999.9999999998,83.0,7.9,M
793,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,2089999.9999999998,84.0,9.0,M
795,NBA 2K11,X360,2010,Action,Take-Two Interactive,2089999.9999999998,89.0,8.1,E
797,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,2089999.9999999998,74.0,7.9,M
799,Dead Rising,X360,2006,Action,Capcom,2080000.0,85.0,7.6,M
800,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,2080000.0,90.0,5.6,T
801,Tetris Worlds,PS2,2002,Puzzle,THQ,2080000.0,44.0,6.2,E
802,Final Fantasy III,DS,2006,Role-Playing,Square Enix,2080000.0,77.0,7.1,E10+
804,Mario Party 5,GC,2003,Misc,Nintendo,2080000.0,69.0,8.2,E
808,Portal 2,X360,2011,Shooter,Valve Software,2080000.0,95.0,8.5,E10+
809,Mario Sports Mix,Wii,2010,Sports,Nintendo,2080000.0,64.0,7.1,E
810,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,2069999.9999999998,72.0,7.8,E10+
812,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,2069999.9999999998,49.0,5.2,E
813,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,2069999.9999999998,73.0,7.1,E10+
814,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,2069999.9999999998,71.0,6.1,E
816,UFC 2009 Undisputed,X360,2009,Fighting,THQ,2060000.0,83.0,7.9,T
817,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,2060000.0,89.0,8.9,T
823,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,2060000.0,82.0,8.6,E10+
825,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,2060000.0,92.0,8.8,T
826,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,2049999.9999999998,72.0,7.1,E10+
827,Sonic Mega Collection,GC,2002,Misc,Infogrames,2049999.9999999998,75.0,8.8,E
830,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,2049999.9999999998,59.0,5.9,T
833,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,2040000.0,72.0,9.0,T
834,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,2040000.0,82.0,8.2,T
835,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,2040000.0,73.0,6.0,E10+
836,Donkey Kong Country,GBA,2003,Platform,Nintendo,2040000.0,78.0,8.9,E
837,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,2040000.0,86.0,8.2,T
840,Carnival Games,DS,2008,Misc,Take-Two Interactive,2029999.9999999998,48.0,3.3,E
841,NBA Live 2004,PS2,2003,Sports,Electronic Arts,2029999.9999999998,86.0,7.7,E
842,Call of Duty 2,X360,2005,Shooter,Activision,2029999.9999999998,89.0,8.1,T
843,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,2029999.9999999998,73.0,7.7,E10+
844,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,2020000.0,62.0,8.1,E
845,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,2020000.0,89.0,8.7,M
846,Just Dance 3,X360,2011,Misc,Ubisoft,2020000.0,70.0,7.7,E10+
